identifier;N  A2 Gal1;N  A2 Gal2;N  A2 Gal3;N  A2 Gal4;N  A2 homo1;N  A2 homo2;N  A2 homo3;N  A2 homo4;N  A2 sin1;N  A2 sin2 ;N  A2 sin3;N  A2 sin4;N  B16 Gal1;N  B16 Gal2;N  B16 Gal3;N  B16 Gal4;N  B16 homo1;N  B16 homo2;N  B16 homo3;N  B16 homo4;N  B16 sin1;N  B16 sin2;N  B16 sin3;N  B16 sin4;R  A2 Gal1;R  A2 Gal2;R  A2 Gal3;R  A2 Gal4;R  A2 homo1;R  A2 homo2;R  A2 homo3;R  A2 homo4;R  A2 sin1;R  A2 sin2 ;R  A2 sin3;R  A2 sin4;R  B16 Gal1;R  B16 Gal2;R  B16 Gal3;R  B16 Gal4 (1);R  B16 homo1;R  B16 homo2;R  B16 homo3;R  B16 homo4 (3);R  B16 sin1;R  B16 sin2;R  B16 sin3;R  B16 sin4 (3);RS  A2 Gal1;RS  A2 Gal2;RS  A2 Gal3;RS  A2 Gal4 (3);RS  A2 homo1;RS  A2 homo2;RS  A2 homo3 (2);RS  A2 homo4 (2);RS  B16 Gal1;RS  B16 Gal2;RS  B16 Gal3;RS  B16 Gal4 (1);RS  B16 homo1;RS  B16 homo2;RS  B16 homo3;RS  B16 homo4 (3);S  A2 sin1;S  A2 sin2;S  A2 sin3;S  A2 sin4 (2);S  B16 sin1;S  B16 sin2;S  B16 sin3;S  B16 sin4 (2);SS  A2 Gal1;SS  A2 Gal2;SS  A2 Gal3;SS  A2 Gal4 (3);SS  A2 homo1;SS  A2 homo2;SS  A2 homo3 (1);SS  A2 homo4 (2);SS  B16 Gal1;SS  B16 Gal2;SS  B16 Gal3;SS  B16 Gal4 (3);SS  B16 homo1;SS  B16 homo2;SS  B16 homo3 (1);SS  B16 homo4 (2)
3.21_165.06;1034933,06;2025970;2557477;2525878;1022370,94;1016165,25;575082,9;1015289,25;772126,75;196367,9;477973,38;291343,84;2128246;954912,75;2516751;1509854,2;1067365;934625,1;374850,47;2208951,8;992332,25;1198329,1;1424296,8;893093,1;29913,97;26578,04;15795,87;17878,76;8920,47;24559,45;9537,57;10286,02;24136,4;16620,97;11466,6;12434,6;62526,4;32531,49;75181,82;38331,11;41659,22;61493,37;32964,02;33266,09;13139,3;19067,16;41634,18;46054,78;329577,56;162268,77;191141,86;229503,73;236674,83;188746,67;191382,38;333578,5;510085,88;566739,2;295121;295342,5;287034,78;308460,16;385575,9;213785,98;282685,88;217993,45;220783,53;345222,88;276706;81783,3;238669,69;239527,78;795774,1;540871,75;495103,53;844213,56;304675,84;562176,7;310250,6;538450,5;616714,06;1077681,1;576147,75;1064583;759810,06;866295,4;509519,62;492675,62
5.51_323.14;31475,93;37475,14;75030,21;68424,87;24662,89;2882,34;24709,07;3239,29;52463,98;46862,6;38663,08;39466,09;60579,1;49334,93;41430,62;45486,09;80113,19;68611,81;44026,82;36853,89;42397,05;60846,3;38782,19;50628,63;78096,01;103224,64;101490,89;97377,52;88182,08;95859,69;86658,6;76892,55;60707,71;79644,61;66442,8;80185,08;137639,9;122782,55;133120,14;125148,31;129530;114943,05;151650,95;148916,56;87719,9;116866,19;60683,33;76814,03;4960,14;6018,32;7396,64;8369,6;7352,41;7950,08;6233,42;7359,56;4982,53;4171,03;3732,03;5699,39;5762,85;7951,27;119,674;119,674;5816,91;8936,51;3876,1;3516,98;4900,83;1379,89;5467,44;7927,39;7779,56;30576,93;39739,55;32553,35;9417,6;2802,18;4693,45;10456,42;48553,03;17289,83;41324,01;41135,19;2252,59;6311,73;3730,92;2814,16
3.39_133.07;163449,97;145261,3;162313,73;146273,22;150544,17;113773,97;124480,83;124225,72;105405,01;122429,81;125130,96;103279,43;122295,38;175169,19;157563,33;178588,39;104814,59;115689,25;104627,58;101619,01;122256,04;103017,58;97257,82;99772,69;34709,35;26630,35;34586,52;32266,08;21295,18;30799,33;21713,91;23355,01;22337,16;58015,68;50811,36;57874,63;44529,74;45452,06;38310,6;42256,24;45993,15;40912,27;27155,26;26870,57;33343,92;44587,19;41473,57;41439,89;40304,97;55895,32;74529,77;77606,81;62350,49;55925,78;54976,23;52803,48;48416,19;43048,06;60652,95;46732,89;53006,53;63262,58;41862,64;43055,59;69208,71;100815,35;102304,42;95133,25;80606,4;85020,59;69533,24;83539,91;145817,84;143901,42;120810,7;105358,28;88731,05;74588,11;92353,57;70169,94;123441,95;95540,04;129864,44;137453,69;53760,11;74181;67346,16;59899,19
4.38_133.10;41947,48;59152,39;45406,77;46579,19;184523,25;49346,33;51147,14;49885,59;275091,06;74590,81;48329,92;65622,32;68141,62;42703,06;44324,75;50967,69;57329,6;61173,43;56446,85;53348,69;64803;449240,84;98539,62;103998,04;249808,84;242047,72;256186,95;258899,31;163989,03;216910,8;166078,7;165943,03;116345,93;199507,67;153852,95;200278,78;426679,4;351611,62;352001,62;420322,06;450539,75;344443,8;410478,62;387426,3;163524,94;184440,9;153443,47;150465,23;35367,52;38042,06;41697,56;44159,79;25208,65;31028,13;30441,7;31288,26;45172,62;32244,18;45541,62;47655,71;53510,36;31195,23;35539,78;39584,22;68206,13;52540,27;53645,98;47821,89;128747,31;122054,21;66965,04;115705,86;42455,61;34412,05;50226,42;43321,52;27305,88;21522,37;25607,86;20749,86;45165,34;28102,72;37778,06;39497,61;25237,62;24493,37;34792,05;30623,6
2.78_105.07;520535,28;643448,5;4158076,8;4097980;259365,1;27659,6;32725,59;27801,85;483849,88;1215138,5;423953,44;1036532,1;5830371;2230140,5;2568648,5;2805741;5881477;401397,44;183142,84;148136,86;2397552;3650308,5;1083204,8;1246483,4;9006,7;27446,2;40127,86;32228,34;5496,2;24354,47;6040,5;6253,09;8049,38;6989,56;27745,5;7612,83;17387,23;39632,82;8701,09;15148,18;43952,18;35825,93;11996,37;11871,65;9285,36;17931,46;24620,81;21207,1;3393,38;4199,9;4734,76;3372,11;2395,6;2544,18;2071,02;3027,14;6116,65;2022,22;6125,7;6630,36;4431,63;3616,12;5146,68;6426,66;8780,98;5596,21;4040,11;4025,66;5652,83;9175,69;3443,58;6559,7;7112,2;8132,46;25983,51;20479,69;4447,78;3071,05;4161,53;2852,49;16608,37;7638,48;33933,7;28146,74;3086,78;2994,3;9636,71;3419,22
2.78_122.10;101652,59;132240,53;310607,94;272100,47;83749,34;40083,6;42942,04;40358,31;127827,07;222691,6;97009,09;190826,45;471086,3;230823,05;248769,25;285682,25;449857,47;106170,68;64080,62;58707,96;250643,9;486025,9;198053,94;212449,36;37730,85;43288,35;43953,99;38856,16;42507,48;42213,8;42038,56;42040,64;38988,46;44485,63;44418,91;39794,36;40394,46;46255,7;40968,7;43476,53;46567,27;45089,77;40714,37;42378,98;41779,43;40824,44;44973,7;41939,01;36117,91;37736,48;37693,86;38306,48;37665,62;39480,79;36875,68;38490,03;38075,42;36549,64;38006,81;40386,25;37951,52;39992,41;37893,19;39875,14;38090,76;38731,78;38356,62;34794,96;36440,71;40645,21;37398,16;36400,94;40332,52;39337,34;42141,48;39477,38;37322,69;37745,86;38866,71;35331,7;42119,3;36932,89;45255,48;44564,46;33697,19;36482,54;34312,52;38268,12
4.67_135.04;614,06;291,73;283,61;25,901;25,901;1314,64;1121,22;1185,39;6879,72;6583,57;2541,78;6613,78;657,44;25,901;828,53;266,22;5612,71;5584,11;6554,92;6048,35;5077,53;24811,32;13528,88;15712,74;5705,15;4452,85;5662,6;3866,61;5294,79;5430,45;5211,16;5364,07;5462,81;7952,43;11324,11;9132,97;11517,72;6705,67;7740,77;11846,26;8527,88;10870,18;4201,76;4056,69;17577,52;10145,8;14128,43;14838,13;2586,64;2313,68;5547,19;6459,94;1815,32;1122,15;1335,24;1471,19;8403,48;388,76;7336,93;7909,27;4095,17;4350,6;2243,36;2516,56;74096,88;77674,91;50235,36;68475,91;132946,73;183441,52;129977,86;174044,1;5371,23;2428,72;12630,19;8937,47;5758,76;4306,02;5536,13;3921,88;6434,45;1485,59;3539,12;2892,31;23177,6;32581,86;17308,84;33686,97
3.25_197.08;108193,73;120855,85;126685,38;110253,81;155821,8;117701,54;143219,62;137178,17;130459,26;145469,55;122599,49;115143,39;133572,44;116543,59;113668,11;151901,6;172518,53;146048,5;136008,11;132786,42;210360,97;198082,64;149049,53;164127,97;77511,48;82385,91;84059,69;70106,78;36805,45;46916,72;36412,07;35651,08;29613,25;53615,96;53748,41;55843,02;128299,8;117222,06;93922,7;127044,68;110333,59;90908,86;101061,66;99983,09;28222,1;49593;52983,66;52282,66;56320,32;106006,59;128189,14;145089;65543,12;67325,39;61959,18;62202,81;132218,73;61059,79;95471,63;135916,02;138427,98;59780;97577,28;106547,54;91380,85;93265,71;97292,66;81119,07;124726,09;87177,18;59586,95;88021,35;65806,53;69132,49;73189,05;55323;62850,64;55694,11;62163,94;44882,52;77327,15;50453,29;76188,78;71896,28;49115,16;48456,02;58549,81;65528,39
3.35_169.05;33822,78;39265,77;27198,69;36003,77;29594,16;28376,94;28456,54;28564,36;28749,66;25773,2;28540,86;22160,05;28632,47;29830,63;30551,14;50841,28;52680,88;38308,68;41094,37;28758,29;26867,17;25356,84;22919,61;25724,22;190681,72;169417,34;104318,41;95103,61;194736,97;178591,08;192618,77;195522,86;119866,98;197706,4;155980,05;192079,02;122661;190373,88;180451,19;108992,16;271351,72;126152,94;275441,62;260375,69;154624,8;134683,92;139990,88;138656,69;122314,59;127602,25;93554,39;89688,17;113142,69;88957,41;88058,44;89056,68;53648,85;87738,31;71815,72;45755,03;109344,59;101830,41;81018,04;87214,35;137237,53;102712,69;94757,88;92474,05;90580,76;64029,88;142323,42;64545,39;100487,04;93582,19;50379,11;39367,98;108679,17;109961,67;111663,62;95619,66;30459,07;85790,34;55700,67;66285,08;80023,05;95435,31;75740,28;96034,86
2.85_165.06;91100,97;94428,88;97954,17;97600,86;265697,4;225875,78;199802,94;278104,8;198732,38;129241,36;174526,72;157895,25;84479,78;90244,18;116774,3;89538,49;87605,14;86763,82;90714,55;110703,32;104374,49;100944,59;136231,61;104164,7;10422,21;11271,75;9226,47;8755,33;8771,34;10226,78;9852,38;10050,25;7120,85;17157,65;9540,57;14780,52;9562,22;10257,92;10170,93;8195,68;9814,81;10525,05;8271,84;9107,59;6867,94;9178,45;8155,65;7660,45;458622,7;238440,66;166401;204153,58;211790,61;326960,6;313948,6;445032,75;523682,78;265809;198611,44;366580,2;247675,81;283035,47;258176,33;186936,23;380083,9;205082,25;259340,36;277899;444302,2;113143,67;103867,2;114709,55;105538,55;130363,72;122443,73;156752,23;129846,61;212098,81;140803,89;189582,16;137703,72;133428,75;106838,7;151200,14;178344,56;231647,33;91728,23;151610,36
5.92_341.14;2341,18;48,08;1913,46;1832,13;3682,32;2165,84;2843,19;2318,09;4741,5;1110,57;2544,42;48,08;48,08;2587,71;2315,57;2690,13;4097,48;7686,72;3331,68;4538,49;3246,55;48,08;3484,92;4319,49;11052,17;6107,93;7005,43;4726,91;5256,06;30939,27;5742,25;6502,47;6506,2;15023,68;10780,42;13643,8;10139,26;12776,68;7094,67;10749,88;10292,58;18541,37;15935,7;14109,75;20709,5;4859,39;20297,2;21433,43;99971,42;64822,6;302831,66;301679,12;92332,03;27118,61;24264,81;26298,65;27731,44;105940,69;105127,88;27457,15;122418,55;118030,36;273501,56;288970,56;101675,1;17010,98;30571,58;11661,18;16207,3;9060,88;16551,35;8671,01;16069,3;14384,52;12937,48;9929,61;46371,65;26559,12;33024,78;24001,54;8125,57;4997,14;46302,01;52955;4573,68;11667,19;12618,42;6502,53
6.17_235.17;10552,92;10943,33;15035,25;13751,54;4131,35;3333,78;3006;2931,5;6769,23;6970,58;3026,45;5298,56;21009,11;16550,1;14833,61;18466,12;7863,38;5562,33;4942,05;4448,61;5396,45;7993,55;5780,92;8714,3;9581,48;16896,17;9717,05;16377,99;14312,7;17705,71;8124,1;14096,78;7567,35;10850,39;12509,75;11628,25;27224,38;19876,78;15665,09;26312,16;26527,9;18684,9;24961,03;24191,04;14380,67;15975,85;10894,66;13844,4;7676,32;10265,47;8687,52;8860,85;6709,41;7152,95;6486,14;7010,52;3831,74;4962,23;5398,23;3530,26;6987,08;4384,11;11946,84;10811,78;14511,63;4029,07;7700,56;4024,56;3181,67;10039,75;4713,72;9259;6372,87;3028,38;8112,33;6095,62;11453,15;4544;10785,86;4064,05;4484,42;3694,33;2541,46;5933,48;1498,54;4074,3;2064,32;2435,78
4.01_575.12;6,857;5,338997153;6,857;316,8048945;6,857;246,2074216;5,353819557;5,338997153;6,857;6,857;6,857;5,338997153;249,6722805;6,857;293,4073643;6,857;6,857;6,857;6,857;5,338997153;6,857;6,857;5,338997153;6,857;29611,24458;33176,05491;38305,92252;35593,2884;34092,38;30771,58;36213,28791;33155,47;27346,69847;26958,28;26727,39;25744,09;31095,62;36513,17;29415,28;26409,64;29322,68802;34876,49207;44695,36;46355,79327;26647,03;29282,37;28796,67;28777,13;1011,972379;1247,77;933,87;1713,28;6,857;1056,95;687,7;965,98;1446,89;520,0402798;1024,44;1113,43;982,4;1627,11;1061,702836;617,12;331,22;80,42831451;534,0624348;196,8117705;2824,31;782,51;751,89;68,57;6,857;359,92;742,6;5,338997153;5,353819557;6,857;379,66;317,2253493;429,0707305;5,338997153;5,353819557;6,857;288,6344239;5,338997153;287,2718389;6,857
3.99_577.14;25,39;410,14;1965,06;25,39;2752,52;2593,33;3255,87;3076,78;25,39;25,39;2037,71;25,39;25,39;25,39;25,39;1075,47;25,39;25,39;25,39;25,39;25,39;418,99;25,39;25,39;31137,4;56141,14;61509,75;52286,44;67142,41;56364,53;59221,2;62057,09;42475,56;47188,61;52358,88;48498,11;54191,77;71276,89;52225,9;53339,07;51017,3;57911,77;76999,46;75570,53;46905,77;50474,87;55616,32;56788,95;5329,01;9196,52;6593,61;7590,85;3672,45;6506,47;6017,95;4935,19;7314,93;2976,1;6338,52;7710,42;7246,05;8590,31;6421,83;7219,15;6566,71;2546,03;3769,03;2119,97;13070,88;5117,05;2987,34;3472,21;1656,39;3163,07;2544,42;1893,17;2674,38;2041,89;3097,89;1523,72;2269,4;1301,9;1228,62;1408,97;25,39;1660,12;25,39;1119,46
2.97_579.15;459334,38;325201,62;342549,16;296837,66;194778,12;147939,19;162418,23;151367,27;218581,88;203240,6;184598,48;157213,42;302528,53;463715,8;376296,3;449330,88;122600,05;165754,7;141702,23;115341,52;106576,62;144776,75;218998,95;237122,94;471888,3;236232,56;224380,33;181180,73;126000,91;394519,62;120884,75;123503,98;288843,7;345476,5;372558,88;352939,16;738843;838840,44;726468;759122,6;690067,25;885100,5;751403,6;776671,8;246719,77;276964,47;482236,34;518767,75;908683,5;1902455;1645136,1;1678060,5;1172233,8;1586513,6;1541298,8;1506285,6;1608585,1;956207,9;1404264,5;1589528;1580476,9;1638540,2;1410372,1;1481652;1655512,8;893043,9;977562,06;825059,44;2326626,8;1014278,2;971661,44;1020226,6;598428,4;945205,94;820579,5;542028,8;988360,9;579940,44;954406,44;373101,44;528528,75;605520,2;542837,5;559735,75;355210,5;463379,3;414920,4;458384,88
3.00_577.13;72079,31;126839,1868;206338,75;85580,87752;271,44;855,625488;269,5258147;14736,42633;27,144;27,144;27,144;2661,323067;199899,3024;32540,11;46084,99009;27,144;27,144;44412,53;27,144;13824,99715;16884,38;34501,33;2559,417285;76406,45;441470,4391;190953,9789;203492,7581;232460,9638;99977,66;362557,1;94701,25814;102279,1;297252,0963;326767,6;348983,78;299628,03;770380,4;793202;690996,3;761970,56;632492,8119;818623,7142;820229,56;899869,2416;264419,94;283401,6;458213,06;494970,2;21,13486054;141143,02;142155,1;82375,34;27,144;27,144;27,144;46702,69;27,144;59834,39882;45441,75;27,144;27,144;27,144;94881,28286;27,144;27,144;21,19353625;21,19353625;50510,51029;27,144;27,144;141846,28;110218,96;38480,91;27,144;27,144;68561,25712;21,19353625;27,144;27,144;23241,83733;21,19353625;26754,2076;21,19353625;27,144;13701,60146;30104,38354;32941,02068;27,144
3.61_865.20;11100,75;13599,36087;13445,07;10475,42075;6494,69;3271,114871;4327,591429;3480,83616;8563,66;7228,04;4271,76;6344,904082;13205,13779;10466,05;10755,46699;18920,36;2696,51;4283,44;2855,38;2486,3438;2058,72;5277,86;13703,14313;14369,74;44251,06754;35077,98213;23877,96985;32378,94271;23058,98;45042,39;23778,27535;23749,74;25201,15663;28610,94;34688,43;32921,54;68216,48;58617,58;63627,91;58768,99;49611,50788;65926,48273;70581,4;65226,37147;33364,76;38963,35;42310,31;42139,63;82271,11195;91788,72;115642,5;103416,86;58856,72;97095,89;75791,65;72688,1;97694,91;54424,20465;66175,94;81209,05;77931,48;93085,16;87717,20828;82387,16;90320,38;34789,72381;48641,29722;27743,05497;165457,73;53535,09;56150,72;53579,54;11322,26;33785,57;43516,08;43920,58229;39941,05546;18559,66;34533,41;14787,93205;18182,46755;18314,16175;15578,43593;16330,11;13048,70525;22676,70717;15544,11998;10638,09
8.76_301.22;28202,32;84968,56;35244,65;28665,67;145304,25;155862,03;163560,16;162349,19;411749;345995,94;113604,04;287480,2;88220,08;69075;48345,63;50815,83;465534,8;192095,03;337341,9;333118;221752,61;392737,88;123967,56;138809,4;1830909;2181900,5;1553117,9;1429762;1872806,9;2333284,5;1710484,8;1789572,2;1604422,9;2116523,8;2465776,2;2047445,4;2308651,2;1963295,2;1744895,1;2068713,5;2010632,4;2073744;2245110,5;2162604,2;2874563;2072017;2100752,2;2044169,5;1856643,4;2415176,8;1761192,8;1673843,8;1512691,5;1879059,2;1721386,2;1791938,6;1196447,9;1369615,8;1821470,8;1188443,8;2048563,4;1524683,9;2449603,2;2574170,2;3550154;967352,4;1615449,5;887628,06;1050890,1;1892277,5;923089,8;1744845,5;2537579,5;2548152;2424849,8;2111872;2846316,8;884308;2810605;785825,4;2308663,5;2167764,5;2306177;2650351,2;971829,4;1561783,4;1445314,1;1098642,6
8.63_331.23;6331,55;15674,38;8749,23;9513,81;6137,58;6751,6;7129,95;7404,57;29504,66;18317,1;7796,87;13904,27;32947,27;16866,7;10501,59;17388,55;12677,93;14950,92;13544,64;9306,61;6925,06;22366,24;14032,59;15786,85;18148,73;12383,82;11617,28;8748,93;20783,37;24293,83;16286,05;16124,28;9092,91;12690,02;35255,13;12341,54;89230,16;38500,75;28059,06;78056,01;42094,5;43181,88;266579,1;82545,52;60732,94;17238,18;12810,9;19860,15;141735,25;170399,8;155143,27;147967,89;116758,24;108491,79;101175,98;115772,2;168316,89;49856,54;208492,44;176361,97;145207,75;116804,97;252998,52;285931,97;358261,84;69680,38;142278,1;37313,32;56087,55;138310,78;46256,2;137308,5;81218,26;40541,58;64986,21;55767,32;142907,94;44537,1;131016,72;11196,36;66763,05;35468,5;45008,91;56400,93;45846,5;86863,91;159592,47;64103,03
8.59_349.24;2738,13;3394,6;3057,52;2711,2;2508,12;2731,27;910,86;1933,98;8413,52;3050,79;4985,71;3086,89;6665,37;4034,6;3031,57;3322,98;3506,8;3355,44;5202,66;1354,73;7788,98;11811,71;11537,68;11303,94;6339,81;5158,72;4722,23;4775,5;3959,49;6840,34;3034,05;4105,87;4746,29;5557,66;10165,88;5895,31;18832,52;13463,26;8134,92;19535,57;11142,36;13889,27;16931,53;16935,78;16201,97;7413,13;8061,78;8573,46;33439,88;43218,44;37693,28;43296,21;40976,82;29938,75;32559,71;32867,45;74646,41;46230,85;79246,09;84336,09;66922,88;71925,81;65609,59;68123,77;61252,59;45561,91;48875,62;53372,76;36405,24;91034,17;78809,29;91754,89;101085,54;120537,49;157013,44;137726,44;68233,61;42009,85;68361,79;14916,25;146574,05;85120,09;134228,5;118258,25;119322,09;110625,8;148596,19;144918,16
7.57_315.20;5620,87;11554,96;5311,54;4750,4;18471,64;16429,73;16577,83;20286,1;51734,23;22102,28;12748,38;21494,81;25309,97;7247,39;7155,76;7247;49590,48;26141,55;36106,34;20189,9;31118,72;22143,45;11928,35;12787,63;187329,86;53154,52;64721,14;55103,07;40703,59;187871,7;24182,22;52622,93;40212,72;94724,38;201375,44;88280,19;752583,9;291296,78;223473,02;440552,22;131878;255418,11;437420,34;389037,12;391801,5;77510,38;86463,12;126298,07;574755,9;959998,6;792039,8;737581,8;398833,84;384648,06;365906,44;379787,34;309919,7;467257,2;465414,03;297941,16;437419,34;290872,56;1498507,6;1487264,6;1477864,5;23989,05;230027,64;33720,51;50010,79;530289,8;118875,08;476794,9;174124,73;53299,73;327803,25;278187,5;479575,28;65771,3;454785,88;876,77;162966,27;53643,28;57759,82;77201,49;13344,82;21367,86;71337,49;31988,37
8.14_317.21;252879,94;286409,8;67061,89;80122,64;1409628,8;1489497,8;1604417,2;1683087,1;1997367,9;1723163,1;561876,6;1598773,6;303409,03;482173,12;328648,8;297059,47;1155895,9;1146163,9;1900906,1;1714307,8;1409285,9;1047723,4;417669,94;480928,9;536644,25;535634,06;338590,22;350332,4;312204,53;767895,1;282170,66;284712,5;256650,97;389244,06;775152,1;377721,88;1180179,9;700320;603721,75;1009353,2;735897,44;780092,6;920786,94;949728,3;1015018,6;405486,44;542946,3;520562,1;2085521,5;2481732,8;1887110,8;1870916,9;1586248,1;2555694,5;1856049,4;1868728,1;1513762,6;1420022,5;1753737,8;1594466,1;1750709,5;1477841,8;2031835;2139550,5;2796102;1374473,2;1615172,8;1354959,8;1004541,56;2271226,8;1709944,4;2233755,8;1914647,6;1782028,1;1767299,1;1640400,9;2482020,5;1536035,1;2443224,8;1419491,9;1821015,2;1657669,5;1742276,5;1793485,5;1643685,6;1669186,4;1805493,6;1928653,8
8.07_329.21;77342,54;61711,64;66378,09;56287,83;35918,86;11095,96;24397,69;24737,66;148430,31;15202,96;8778,04;11813,99;73644,52;77263,83;18786,87;36124,7;35869,17;50318,32;13758,8;10882,04;5046,59;11907,18;15156,01;41244,64;97188,36;17667,18;19330,9;33658,81;9739,03;69477,83;14290,78;19943,37;10817,31;35173,69;70970,45;27643,97;654696,6;219071,61;111622,23;541530,4;189029,42;172217,67;381131,06;405132;231581,67;28635,25;11906,14;39599;919823,25;813683,44;850887;815246,5;552510,75;576484,75;609202,25;728910,06;452125,66;507325,16;905860,6;434244,25;715481,25;443857,84;1040355;1043998,9;1447462,2;90339,19;292189,38;72343,77;67587,49;434925,88;102684,84;391127,44;114861,75;71569,69;152006,45;121788,12;351168,06;93849,54;319084;71267,82;115184,41;46526,88;66328,67;83373,96;28961,03;174358,77;144876,9;50575,93
3.85_319.05;2107242,5;1349154;1670665,9;1522231,6;2101081;1882491,4;1883068,8;1865621,8;1603572,8;1479564;1968876,4;1248062,1;1325376,5;2349688,8;1681920,9;1886339,5;1275154,8;1864984,9;1962563,9;1756017,2;1444271,2;1255234,6;1610417,4;1710392,2;27,234;27,234;27,234;27,234;27,234;27,234;27,234;27,234;308,16;333,06;27,234;27,234;27,234;360,69;284,82;27,234;27,234;27,234;27,234;27,234;27,234;27,234;27,234;27,234;5751,31;5866,52;7773,07;7185,9;6143,44;8368,12;7670,89;7335,24;9324,73;5347,56;5887,56;10055,34;5971,29;6397,1;5621,76;5758,02;28205,25;31277,36;36250,44;27640,64;19046,04;23453,97;15903,5;22541,44;6427,84;4436,15;3153,19;2781,23;37315,24;31289,47;33474,01;26875,34;4678,4;4690,08;5607,31;5704,91;21014,1;17009,13;21886,89;23596,8
3.82_317.03;2285,79;2320,988277;1560,51;2002,478204;4260,21;4798,222223;3420,96343;5173,80514;9027,82;4283,35;2148,13;4060,861323;2399,029357;1807,24;4058,681187;2924,01;15271,76;7736,18;7970,14;7719,347416;9355,49;6130,98;19358,69602;28207,38;2823,13587;2913,533648;2842,079693;2762,247788;1812,08;4498,58;2029,947917;1922,82;2094,168492;2033,86;1966,86;1822,52;3369,29;1280,51;1400,75;2465,53;3098,37803;263,7792619;2835,91;405,7175523;2813,19;1480,77;1304,98;1485,84;101635,0169;48237,98;50098,53;40979,96;71409,52;132834,9;119794,42;109204,42;109088,37;90272,00835;77882,94;105462,87;88294,48;73952,1;52677,93135;49521,57;116205,59;149529,3772;207687,2234;199901,8329;645431,06;223990,08;121884,79;177378,64;82918,41;44554,18;61215,75;67370,92626;205534,71;192799,12;216861,77;221075,7101;42551,4036;49634,90542;58880,4049;59423,55;313490,7453;211120,205;207500,8368;280291,03
3.79_625.15;153145,25;170155,5211;174062,95;192240,3214;185496,95;171226,7932;156649,6996;162410,4169;128336,17;123304,65;179792,6;118411,5522;170181,1299;202638,42;220030,8721;210397,81;156092,12;214270,88;227382,73;217862,9294;224964,64;127471,8;260981,2528;260931,28;659,6234823;19,80419901;416,273596;755,7441179;348,38;554,88;208,7558009;528,68;202,7214961;281,75;311,95;285,16;25,435;25,435;25,435;25,435;1157,075997;277,1540511;25,435;498,1699038;25,435;388,17;266,43;481,74;2480,994681;2550,17;3654,99;3353,07;3688,88;3087,71;3133,99;3390,54;2116,32;1634,486833;1764,5;2934,16;1299,36;1759,94;2498,793934;1877,35;7354,74;9391,811276;10396,66941;8849,381941;2992,22;5055,83;4194,4;5097,96;4851,17;3499,05;2903,11;3403,776142;13717,33363;14022,42;11829,19;13221,41095;2310,746623;4910,919678;4915,949418;4662,33;5532,351851;5727,559664;9788,973807;5364,96
5.16_609.13;6537,58;30163,17714;6745,71;6989,056385;19258,39;6965,324049;7330,63369;7263,333057;38923,16;65178,07;7571,96;60316,77725;31548,28757;7240,61;8856,957914;7250,01;16708,8;104906,32;68172,34;62412,94679;8034,77;81636,86;124249,8627;136158,75;20,0533574;20,0533574;20,0533574;20,0533574;25,755;25,755;20,0533574;25,755;20,0533574;25,755;25,755;25,755;25,755;25,755;25,755;25,755;20,0533574;20,10903058;25,755;20,10903058;25,755;25,755;25,755;25,755;20,0533574;25,755;257,55;25,755;25,755;25,755;25,755;25,755;25,755;20,0533574;25,755;25,755;25,755;25,755;647,2200661;296,51;3370,92;5768,344326;5522,718237;4467,705831;485,52;2571,65;2353,49;2487,44;4513,67;3637,03;2826,63;2730,721465;3432,597076;3140,2;2278,9;3705,577029;4392,005913;3645,911381;5170,086027;4617,38;3525,778105;5083,095913;7374,356479;3720,84
3.99_609.13;7386,47;9346,842242;8531,92;10426,27426;5698,86;6783,563002;5048,276286;6984,610465;5088,06;5352,22;5435,23;5236,343896;9228,359641;6106,82;10333,57955;6249,58;4244,76;6059,02;5690,04;6905,385883;3768,29;5361,42;7115,364117;4958,67;384,8796387;2081,461414;777,5532634;632,597583;1575,84;1212,9;65,86346349;1338,96;6,586346349;396,25;1113,86;1956,66;4836,72;3480,83;3399,86;3728,13;7214,513585;3441,006094;3684,64;3116,833374;4164,2;5333,74;4018,62;3768,24;7699,656117;4004,56;6291,03;5011,03;7123,99;6136,8;6175,84;6161,38;5216,53;7933,109744;6007,67;4384,5;4598,24;4078,66;4999,285259;3200,92;5566,43;5712,120242;5904,51264;9855,818332;2881,31;5366,44;5219,1;6007,47;4967,89;5607,85;5037,94;7419,765596;4541,689557;6225,61;5620,75;9311,91335;4465,251036;8204,575597;4982,518858;6308,93;8109,755257;7904,277446;7267,66997;5951,1
