identifier;N  A2 Gal1;N  A2 Gal2;N  A2 Gal3;N  A2 Gal4;N  A2 homo1;N  A2 homo2;N  A2 homo3;N  A2 homo4;N  A2 sin1;N  A2 sin2 ;N  A2 sin3;N  A2 sin4;N  B16 Gal1;N  B16 Gal2;N  B16 Gal3;N  B16 Gal4;N  B16 homo1;N  B16 homo2;N  B16 homo3;N  B16 homo4;N  B16 sin1;N  B16 sin2;N  B16 sin3;N  B16 sin4;R  A2 Gal1;R  A2 Gal2;R  A2 Gal3;R  A2 Gal4;R  A2 homo1;R  A2 homo2;R  A2 homo3;R  A2 homo4;R  A2 sin1;R  A2 sin2 ;R  A2 sin3;R  A2 sin4;R  B16 Gal1;R  B16 Gal2;R  B16 Gal3;R  B16 Gal4 (1);R  B16 homo1;R  B16 homo2;R  B16 homo3;R  B16 homo4 (3);R  B16 sin1;R  B16 sin2;R  B16 sin3;R  B16 sin4 (3);RS  A2 Gal1;RS  A2 Gal2;RS  A2 Gal3;RS  A2 Gal4 (3);RS  A2 homo1;RS  A2 homo2;RS  A2 homo3 (2);RS  A2 homo4 (2);RS  B16 Gal1;RS  B16 Gal2;RS  B16 Gal3;RS  B16 Gal4 (1);RS  B16 homo1;RS  B16 homo2;RS  B16 homo3;RS  B16 homo4 (3);S  A2 sin1;S  A2 sin2;S  A2 sin3;S  A2 sin4 (2);S  B16 sin1;S  B16 sin2;S  B16 sin3;S  B16 sin4 (2);SS  A2 Gal1;SS  A2 Gal2;SS  A2 Gal3;SS  A2 Gal4 (3);SS  A2 homo1;SS  A2 homo2;SS  A2 homo3 (1);SS  A2 homo4 (2);SS  B16 Gal1;SS  B16 Gal2;SS  B16 Gal3;SS  B16 Gal4 (3);SS  B16 homo1;SS  B16 homo2;SS  B16 homo3 (1);SS  B16 homo4 (2)
5.20_639.14;34414,39;72580,53235;38742,82;40636,3866;50252,88;26917,85016;27235,34153;30218,6616;87685,75;132232,28;24351,64;121348,9661;67303,78586;38225,15;53180,39818;49502,79;23694,55;83084,45;58213,38;55098,72314;33722,24;103678,5;99071,48075;108046,14;20,57814726;20,57814726;238,3822909;205,7814726;26,429;26,429;278,5590814;26,429;20,57814726;26,429;26,429;26,429;26,429;26,429;26,429;26,429;20,57814726;20,63527739;26,429;20,63527739;26,429;26,429;26,429;287,82;589,5009676;1078,13;303,49;26,429;875,3;567,15;918,32;1222,06;26,429;20,57814726;546,88;275,79;416,58;927,79;1025,769524;464,1;3831,36;3271,709215;3851,025753;2910,364665;1699,05;2471,02;2682,56;2599,81;2832,8;2181,11;2336,5;1190,377573;3844,873194;4344,79;3248,79;4495,860729;2935,93408;2244,675733;3037,053108;3470,99;4576,315531;3476,335737;5357,715177;3636,32
4.21_465.10;680807,44;451958,03;484724,78;452691,47;354842,2;305342,47;331022,7;314142,62;341160,94;316224,03;400005,16;249701,53;467849,16;693566,5;507162,28;585180,3;244940,1;342723,88;344450,56;288101,12;237599,75;208680,33;302627,22;347712,66;7718,6;8192,01;8342,27;7706,97;5219,01;10362,23;5500,37;5056,78;4851,4;4796,33;5320,53;4707,54;4674,83;3462,79;2401,51;5306,11;5052,19;3107,45;4315,15;3674,53;1987,93;1959,73;2400,96;2717,08;60205,31;37788,31;40109,71;41335,36;37737,98;72572,59;67160,17;66152,72;93093,8;15382,51;30493,65;94546,24;35190,06;41006,09;25687,4;28488,54;82301,77;64194,52;70421,38;53828,48;93166,57;56262,94;51216,9;55285,52;21455,16;24270,37;20587,29;14317,73;52114,05;58832,07;51487,52;51602,6;26897,55;25154,19;28356,96;26922,98;42078,47;50483,71;59206,47;57336,5
4.62_447.09;1486830,5;1129017,18;1182602,2;1249807,689;639176,6;718511,2895;734215,9978;714914,6102;621773,5;599003,7;637769,25;560903,6575;1031065,775;1591163,5;1327962,136;1343462,4;284792,56;548950;442702,12;429826,0995;266374,56;348807;511419,8355;542918,9;190720,8834;193896,6329;237493,7297;216614,9729;131611,92;194519,27;122607,9479;120674,34;108270,4553;164862,27;158297,2;154833,88;259261,1;162200,6;153705,88;236800,38;213519,0319;209448,5965;156009,14;200728,7571;93421,58;101542,59;113463,41;107370,68;160907,2288;99618,48;153161,77;150876,23;113947,38;167865,16;153940,14;144980,95;244377,84;95953,9876;142691,33;241213,62;123859,33;118505,8;130361,1886;126538,88;261477,6;375412,8099;397558,8685;308469,5964;209592,14;213644,4;189573,53;206285,16;172017,52;155090,44;155296,77;157753,4831;274248,2786;230823,19;219243,38;236337,9307;214509,131;166840,1105;235909,1684;218043,12;389219,8377;381713,9879;381196,2524;358307,88
2.96_146.06;36048,85;152376,36;208545,72;176292,17;128592,43;72055,77;72087,91;67987,3;96480,78;81413,48;61219,33;77360,92;184631,02;28692,32;70867,73;81225,27;51989,24;72155,38;75797,43;78494,77;82158,36;86714,14;251536,14;272359,34;15910,27;55436,52;61767,49;56978,06;13552,05;12913,91;15083,32;15383,07;12013,12;14736,31;62240,58;12718,96;159577,14;69357,16;86426,04;136977,53;70214,58;48135,6;157747,94;148914,62;52950,41;36248,1;12120,63;12927,97;10554,98;32827,76;72896,44;77677,07;37516,31;25563,75;27231,15;28495,52;201533,52;19332,91;52203,23;195102,38;22655,82;41490,31;32676,85;34328,14;65113,89;88607,73;123256,7;81645,28;84469,03;118119,89;34825,84;120323,78;23039,48;44608,63;144541,55;100471,34;121132,38;67202,69;137115,7;21580,63;81915,2;32630,23;54385,71;59527,41;36182,93;42954,69;27529,82;43303,65
7.46_301.22;81013,59;181837,19;40861,92;53048,16;302380,3;157342,58;155374,11;161088,1;60727,77;68828,88;51962,5;53454,89;74437,25;92491,95;49255,84;49331,38;32149,66;247663,58;55771,41;42809,21;24117,57;28272,15;54984,27;54036,03;14423,17;12045,43;14612,65;15744,46;15502,11;27067,65;4101,69;14878,76;14279,24;18903,75;24733,17;19275,9;45848,83;26608,47;22517,64;40148,63;19254,51;25388,19;34752,21;37516,75;35770,2;19029,57;12283,42;19694,25;45449,67;48378,67;30134,63;33182,66;25675,01;40208,34;34440,44;40348,2;35289,58;33671,18;40530,55;29523,12;40429,43;37988,91;28829,09;28007,16;69527,74;18031,31;32997,84;13303,04;14029,59;54350,53;37060,05;49013,16;48111,13;55784,9;60308,14;46364,71;61308,22;17365,71;59368,28;9012,12;79697,54;30077,13;51095,41;74736,52;21905,08;23166,6;42456,44;53957,19
4.61_317.07;651668,2;573456,7;496799,5;480338,88;381098,06;300121,2;303317,66;296497,6;504858,94;487392,94;429873,53;420266,8;556751,6;661150,7;530974,4;573103,9;213168,94;290356,12;287377,62;250137,36;141918,92;283894,66;340713,94;361053,62;32805,51;29419,45;33798,79;31293,66;17494,56;50379,56;17564,92;18131,58;14959,57;20107,33;23179,5;20713,88;20980,94;14180,3;13709,64;19342,69;16356,14;13387,91;16496,56;16412,05;6273,82;7929,7;8901,04;8223,21;15620,03;16150,5;19949,35;19796,2;14922,02;23375,36;23066,7;21199,38;28089,03;10329,91;14733,59;30649,88;14466,48;11263,34;15274,89;15865,82;82605,15;107649,41;109311,49;89459,77;64631,31;92735,01;91885,57;86096,17;61954,03;33437,27;47930,47;38429,33;162884,05;189681,94;154103,72;148465,39;49880,06;27947,35;75878,25;74416,67;141093,27;144154,1;214594,3;162250,73
6.42_315.05;17943,45;25451,8489;19472,49;23022,50008;8793,81;7655,92882;9369,152994;5381,377438;30545,07;13268,97;17554,26;14459,15976;20141,1468;16657,04;16247,86785;15449,9;205629,36;27606,69;41901,18;26175,97326;14019,97;16283,6;30971,79734;26554,15;3655,620772;4580,699162;8488,413722;8536,431216;5083,73;6989,34;5419,42081;5436,75;2482,707645;3157,61;4194,36;3027,37;7202,42;3337,94;2630,07;5683,47;2254,174897;2909,934053;5764,69;5924,172721;4246,84;2343,1;1171,22;1619,32;5243,709641;4269,42;7525,83;6057,45;4358,38;3385,17;3395,61;3585,43;19826,9;4165,990592;5327,79;18357,03;5111,05;4085,48;7952,217078;8446,05;22605,58;37569,72799;38549,15607;36077,30972;24352,63;59876,73;40572,86;52089,84;23400,28;28066,43;25432,74;26711,8896;79854,4244;49024,35;64716,89;47686,81382;21153,07615;24654,79121;24015,17171;25545,83;39053,83372;32388,65989;47032,22022;36254,21
8.03_319.23;22598,98;32592,72;21354,09;20518,12;51986,54;17971,84;33251,91;30920,81;94485,06;51713,11;33015,97;23768,76;53757,4;30602,1;16511,48;25404,52;46766,98;41805,82;45326,4;28458,62;10337,19;30500,53;3614,13;18042,45;74992,24;98068,8;40686,16;73558,25;41517,23;129110,51;41272,06;61237,24;43018,47;76259,73;121900,4;67577,53;460438,25;112598,19;140118,6;375850,78;189851,86;135603,89;307525,56;350115,56;235138,69;67117,38;39007,52;84400,3;598290,2;843296;452311,4;447944,9;313234,34;378820,84;312605,44;315942,7;138232,08;117252,75;323810,75;143052,53;283233,78;229585,88;629522,8;662440,8;1038531,6;43657,33;241038,16;41911,03;51221,35;598164,7;121298,12;490890,44;233963,48;182161,25;644819,3;540099,5;694682,5;69244;640408,94;51684,58;355138,38;117600,6;120980,44;206565,89;35860,14;149902,94;129972,17;46217,22
3.58_377.15;119370,09;121429,94;197642,16;189064,64;84800,7;71663,73;77114,24;70936,79;97817,61;120573,29;145677,73;94469,73;228001,94;142025,16;162925,45;185501,47;181237,86;113129,83;104621,44;90437,23;189725,77;164923,3;127818,7;147964,7;7258,1;8494,34;9230,16;7336,23;10095,97;9781,49;6708,33;9828,49;5819,59;9885,15;10819,27;10501,69;9263,2;8377,51;8857,13;10312,92;8704,78;7916,24;9438,46;9751,94;9021,25;8777,62;9247,01;9299,71;11770,33;14231,06;13063,35;14622,67;15713,85;11846,37;11136,83;12385,3;14071,48;9329,52;17039,22;14128,96;11606,75;15450,13;17782,76;19539,84;19190,86;19813,18;22340,86;17403,14;13109,35;24035,4;19351,78;23067,69;30132,23;34419,22;34102,86;31403,94;27785,32;26912,28;31730,51;24348,6;35331,58;23917,13;35684,33;40582,24;19375,21;23522,7;35265,31;23924,78
7.35_315.09;150608,75;116515,43;183216,4;143613,27;259109,72;152297,52;141915,33;174429,08;114966,67;160325,97;139288,45;121548,62;126611,65;272646,38;171645,98;199821,27;13000,59;41584,2;46360,09;35667,6;35431,15;41026,36;45111,15;44962,95;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;561,04;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;25,728;257,28;1925,61;2299,92;4525,7;2202,17;1231,64;25,728;25,728;258,63;25,728;485,75;25,728;25,728;2561,52;3638,53;2294,61;1836,26;25,728;25,728;25,728;302,41;25,728;850,46;1681,91;293,68
7.38_313.07;92627,56;39138,53979;105628,47;93646,19693;98632,42;58474,99063;66194,82176;65957,60643;48338,69;64171,24;50624,06;55114,01523;65601,20871;102152,94;75559,89832;89878,28;8290,76;20761,43;21365,79;14524,69621;14502,16;26748,82;22475,74535;19839,89;29,44585013;29,44585013;29,44585013;29,44585013;37,818;37,818;29,44585013;37,818;29,44585013;37,818;37,818;37,818;37,818;37,818;37,818;37,818;29,44585013;29,52759924;37,818;29,52759924;37,818;37,818;37,818;37,818;29,44585013;37,818;37,818;37,818;37,818;37,818;37,818;37,818;37,818;29,44585013;37,818;37,818;37,818;37,818;29,44585013;37,818;378,18;1640,234793;2079,354183;1644,390879;485,67;37,818;37,818;37,818;37,818;37,818;37,818;29,44585013;919,2376227;2053,92;756,98;1883,107976;29,52759924;29,44585013;29,52759924;37,818;29,44585013;393,000645;1175,443642;37,818
4.22_303.05;876440,1;662264,6;636984,4;611878,1;324331,53;294202,53;295236,62;292939,6;373425,7;338524,44;360170,8;280962,7;643664,4;880307,75;680473,5;749894;148782,97;228426,5;211584,75;179170,72;113238,83;178088,61;253969,94;265197,38;8707,98;8980,01;9814,63;9435,96;5885,05;13679,04;6545,36;6441,47;5872,4;6219,68;6012,94;6082,89;5920,2;4892,16;3978,43;5729,68;4470,63;4063,39;4661,01;4742,21;2093,27;2388,11;3414,87;2961,37;11244,72;10724,15;13137,67;12004,08;10614,54;17413,73;16866,07;15468,03;21858,54;5357,26;9839,18;22240,77;11991,79;11229,65;9466,96;9585,78;49087,93;54505,98;62937;47113,32;53580,3;58902,89;61250,08;54363,29;23372,37;9358,48;14579,1;11783,07;69151,52;95186,1;64107,79;81415,79;14105,69;9401,65;22250,18;24473,29;65958,42;78711,41;96174;76666,05
7.55_345.10;49624,88;243371,94;49825,71;39991,76;466325,7;166133,4;185902,12;194028,5;207645,69;249567,22;127008,79;197953,83;215820,98;66941,25;45347,99;55763,16;55759,41;161034,06;126097,95;97968,38;47928,17;145157,86;323750;422073,3;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;26,142;271,67;765,25;824,76;309,52;26,142;26,142;26,142;614,04;26,142;261,42;26,142;26,142;500,09;26,142;416,68;1081,01;2358,04;445,37;728,22;803,62;2421,61;26,142;923,77;26,142;1403,13;2651,7;645,34;443,56;4620,18;4850,32;3729,34;26,142;7547,62;26,142;2924,56;3209,18;342,8;303,38;2299,74;956,36
7.60_343.08;42208,77;184918,6307;32196,34;31058,26309;242369,2;98155,36428;91620,60819;99492,63629;112056,04;131537,36;61128,69;117378,8451;121328,4962;39945,96;10347,58692;31503,81;36415,62;98525,76;71095,12;23497,18575;31632,58;75423,83;171470,4;178924,27;21,11150194;21,11150194;21,11150194;21,11150194;27,114;27,114;21,11150194;27,114;21,11150194;27,114;27,114;27,114;27,114;27,114;27,114;27,114;21,11150194;211,701128;27,114;571,5867993;27,114;27,114;27,114;27,114;21,11150194;27,114;27,114;309,55;27,114;27,114;27,114;27,114;27,114;21,11150194;27,114;27,114;27,114;27,114;21,11150194;331,32;318,31;1228,973691;1025,705004;533,7673499;1660,44;27,114;27,114;27,114;282,45;1345,19;27,114;372,0168368;2033,444223;2782,05;1613,9;2991,769383;3207,099536;21,11150194;1396,302999;1803,38;764,0987102;1461,212744;2567,289133;275,24
4.07_611.16;186341,84;121171,01;138977,2;140055,48;71729,97;58763,67;63410,77;60549,55;61631,52;51247,67;76530,11;40031,21;128888,17;200442,64;157232,36;182317,72;44442,88;49597,08;54131,32;45137,75;58665,94;32613,2;71533,1;81332,21;329,07;6,488;6,488;64,88;527,78;6,488;314,15;399,78;6,488;421,21;6,488;6,488;6,488;672,07;269,77;6,488;6,488;1005,77;782,89;1452,2;6,488;460,26;563,4;390,8;2339,82;1430,26;2125,77;1751,1;2879,38;3347,93;3141,4;2834,76;2504,64;1233,62;1304,84;3061,29;1909,32;2238,81;1747,15;2008,33;6267,01;6985,83;8609,34;5958,28;4834,19;4807,43;4264,66;4188,12;2841,31;1182,98;1631,86;1229,93;7916,75;12040,07;10650,25;9969,21;2182,35;1331,94;3759,52;1827,3;6607,44;7076,4;8562,94;8523,54
4.10_609.15;302597,16;264781,8682;264579,97;241188,6552;118437,8;96743,28245;99060,53569;96690,8969;94887,43;89120,54;124408,91;79700,3346;229863,4097;345736,78;318377,2397;319448,88;70680,13;83170,16;87646,31;86321,88236;86780,36;53864,14;123119,2832;131937,4;19,90464098;19,90464098;247,0327587;19,90464098;25,564;25,564;199,0464098;25,564;19,90464098;25,564;25,564;25,564;25,564;25,564;25,564;25,564;19,90464098;207,8674903;25,564;19,95990129;25,564;25,564;25,564;25,564;2160,047528;25,564;989,81;1008,78;2746,58;1939,5;2954,46;2257,05;2430,58;828,41272;1264,58;1841,51;957,04;707,96;1409,948405;1725,5;1430,44;5901,967292;6395,163617;2551,327423;810,43;2629,63;2152,91;2442,39;2443,03;429,22;1171,18;1005,626626;11698,00594;14906,76;8981,37;12504,956;2190,100247;1355,72531;2089,621461;2424,57;7857,365593;5808,551714;11878,97668;9209,37
2.30_287.11;504028,56;222247,31;284974,2;219127,4;270064,75;277370,3;291295,7;272647,16;306325,03;377605,06;270918,25;282349,25;400581,03;510451,03;404531,06;512544,62;197274,69;470842,72;381624,5;319772,88;500278,8;475487,1;272116,16;307067,3;37592,66;37608,73;37550,39;33829,19;28459,21;32397,79;23776,65;31068,72;20831,81;34283,26;32379,16;35984,37;41176,61;43500,32;45661,21;39663,95;34106,36;44225,64;32380,46;32790,71;26819,01;29415,31;31155,35;36987,45;136689,52;206203,31;185916,3;202656,56;127093,67;141078,23;132145,44;134990,12;212377,27;193108,48;237457,4;220063,75;237908,06;207904,33;187751,8;205795,73;135700,31;128886,18;121965,03;111295,24;209776,25;185953,86;182396,83;210700,9;276651,94;218236,88;195814,88;152936,6;95999,98;123327,01;93545,73;94143,06;205133,56;181253,94;245044,45;267715,9;155813,11;156597,98;121328,42;217563,45
3.70_425.14;97475,56;83683,79;78781,32;69990,78;86002,02;63072,43;69004,3;67808,18;75871,89;78144,48;66612,79;68567;85706,09;91906,14;78300,29;91383,66;90100,59;75857,99;69983,18;66967,27;81313,74;62707,8;66258,11;71485,98;265220,5;479398,97;682592,94;617700,44;567190,25;241881,19;506693,62;523641,94;190950,95;342468,1;229699,36;350969,6;226091,58;232738,77;255633,05;187786,33;221432,06;203596,72;190937,42;173809,12;508649,16;614622,2;404883,28;423026,22;122200,08;126167,88;152679,25;155994;136716,31;155424,67;149751,42;150356,62;241105,1;167882,36;183485,08;239791,75;177056,7;178945,44;136839,34;151129,03;127286,52;61826,51;64175,12;102744,31;121929,14;83520,62;72305,39;85461,96;71505,5;60279,84;62640,54;54464,09;84765,84;85474,38;86996,21;71422,59;1943,181;52536,07;65297,53;68360,2;78155,43;84153,46;55312,39;99075,27
2.54_125.06;32082,98;16781,99;15190,74;13126,61;18200,54;18785,1;23114,26;19249,38;14052,28;17313;18558,4;14730,74;17607,59;30486,29;25480,54;32174,27;17118,69;26153,98;24358,01;18749,92;16960,01;12703,31;11902,69;12410,01;17383,42;15263,2;11439,53;10455,56;10353,59;18659,34;9926,27;11469,31;11457,37;18041,62;15063,71;19159,33;11499,16;14945,17;9986,02;12206,56;10635,14;9738,25;17708,63;17548,35;4242,87;5345,89;7977,28;8783,99;37419,14;52094;50844,93;53802,03;41221,14;42905,21;39066,24;37129,47;52907,84;34439,1;46354,29;58166,59;54188,02;45288,7;36774,5;42360,63;46965,83;40276,32;41161,29;33946,7;38660,01;33629,92;26015,61;37116,84;53345,9;52664,98;52263,96;38778,79;38220,29;32129,64;37688,59;27527,56;51695,89;40826,23;55584,28;51245,42;28726,92;31787,4;30233,52;41330,78
3.25_139.04;76390,42;89294;88108,7;84069,15;77564,91;66545,7;73167,18;65419,67;116598,67;133851,36;69721,91;115338,53;81106,79;78902,14;81682,33;88886,49;56683,45;72324,2;59838,38;59932,17;62518,66;145150,77;126510,25;137115,78;32337,43;35346,98;42321,71;34214,25;54469,87;38785,02;54958,93;57386,69;28317,93;38622,8;52818,62;43988,52;49028,87;49201,91;36654,26;53743,43;43929,92;48866,72;38956,5;39650,52;55939,26;46201,71;49063,88;45186,83;48638,93;73235,68;66313,77;70561,82;58671,39;82999,62;80987,44;89348,52;41821,99;38180,26;53496,68;49007,83;45543,86;53462,35;36084,23;39221,13;219229,48;206274,1;185282,97;160838,72;409297,75;107207,16;251997,83;295882,94;90678,27;41293,45;99337,16;80591,12;52813,27;59450,1;55741,28;50087,03;31733,19;24184,22;27440,4;23988,64;61703,15;84355,49;55259,81;89253,23
3.34_137.02;2926,59;5597,413336;4614,95;5043,222784;3973,74;5814,212281;5991,42925;6234,386763;15205,29;22467,16;6426,56;5654,057939;4973,559655;2644,22;4427,155303;3862,4;6540,93;4653,55;4325,55;6565,090024;5153,23;16639,34;6846,818089;5336,35;38091,98111;41858,7966;42804,60186;39873,53369;31332,18;31335,53;58066,26965;32527,81;40431,13459;29484,4;29386,45;25581,12;30160,97;19039,32;25271,98;23670,8;41129,82923;43851,2098;20043,09;31141,17815;51375,15;41109,69;27596,86;28075,78;7884,196837;6305,2;9139,57;7244,57;6018,42;7787;6449,95;7465,64;5232,95;4468,258651;5419,35;5662,42;5615,39;6508,41;9220,168559;8020,19;38481,74;73610,74023;60835,98959;20643,26325;66979,52;93005,67;62171,92;96411,03;16448,9;8434,42;14285,69;20906,00077;22532,51426;17453,82;13039,49;22623,58193;15590,13985;8301,957597;22432,27752;13352,28;21655,36799;18624,27051;34728,36619;19739,57
1.37_173.05;191204,58;272316,9085;234294,34;264924,6437;324759,66;293262,4476;310633,108;288830,4415;290523,3;347442,12;254315,6;378776,1146;262976,4354;203895,48;272845,1554;237770,9;223020,72;290822,75;280143,47;299894,7792;290993,72;386570;310900,884;269736,78;7504,51838;8888,196147;6188,269102;31594,97362;8196,54;11250,37;10196,72151;9011,34;7830,713431;8368,09;6990,89;7756,5;5991,29;7609,45;8031,05;4988,29;10427,38768;12567,36724;8936,86;6160,8979;6458,54;8866,4;7989,31;7916,75;73651,74214;81521,44;59418,23;56026,46;57220,91;68460,07;56656,66;59910,29;49137,74;61769,57311;52616,25;55343,58;62822,98;71230,52;73660,33031;54575,16;83833,09;105078,0743;112841,8778;103206,272;44980,93;62212,33;66723,75;57076,75;193206,86;103084,15;70953,02;96205,70765;155861,3678;108621,3;121892,38;133839,6188;84509,2336;143686,1794;172957,854;143298,3;138730,6292;120554,6803;119595,5529;109982,97
1.90_139.04;100764,88;82860,58;80346,23;91550,55;132250,81;119097,98;143290,2;131335,38;98964,62;123121,73;103359,3;111130,19;89270,56;102240,2;93123,9;98184,88;105454,86;121683,77;116845,54;104434,41;140411,69;111950,6;95307,16;115100,88;25,568;25,568;1536,11;25,568;18050,05;3810,93;18246,08;3836,88;630,42;1528,3;3637,44;4602,47;2150;4362,3;1790,34;3409,58;17243,99;14968,37;1630,67;14928,86;366,74;688,51;18344,67;3272,55;13314,91;22511,23;12470,72;15838,55;12233,55;13842,24;12394,45;11900,56;12171,29;11485,75;8878,98;12310,26;18758,83;16443,19;13305,5;21046,03;20951,41;25878,19;22546,57;21436,12;10802,76;28565,53;17647,02;8562,47;45078,83;26388,56;25171,64;18520,38;28032,47;20919,46;30463,62;19781,82;27162,19;25781,26;40769,75;10043,13;20600,82;17564,38;15199,77;21537,35
1.15_347.10;66052,8;86292,09236;98867,97;85705,35549;110151,36;85092,2857;101948,7016;86888,67098;105800,69;145387,6;92025,58;122104,3287;87453,69214;58401,14;82031,47608;83256,98;70793,97;108168,17;102344,77;90435,04359;92534,37;166256,17;97527,34498;86556,59;19,86025964;709,5096639;258,8755685;267,1289402;1031,56;2183,32;236,1165067;1038,03;757,7685299;888,37;899,68;653,97;25,507;25,507;25,507;25,507;283,1996565;1034,067175;25,507;199,1539674;276,31;440,9;597,54;555,56;20025,10907;27627,38;23117,39;16484,83;18565,98;21158,69;20041,56;19997,19;18112,09;17768,13892;18907,15;19305,84;19846,29;19614,64;17633,08729;16448,47;23918,37;43781,12685;43670,76336;35374,67527;13899,99;25406,09;20592,3;23461,35;71925,87;33688,95;22287,4;26223,30557;52140,69798;37102,66;33862,77;35881,94618;25524,8442;42546,50491;60981,8474;54810;36459,06709;30841,96246;27184,83116;31666,83
1.89_155.04;12160,85;17142,43991;16344,47;18267,12532;22566,15;21855,64462;24274,10232;21882,45251;20296,6;23014,59;16583,69;23836,02559;18458,09744;13798,41;18644,99738;15332,88;16372,74;20894,73;19120,11;21898,93589;19032,08;24048,49;21327,787;18394,42;804,7426728;765,6403778;906,0333451;1001,974898;284,32;1169,87;1148,020646;284,17;435,4120749;907,42;785,16;283,85;398,54;278,02;1183,23;26;1231,66779;1157,305746;260;577,1459645;26;273,7;313,7;26;3824,503444;4126,34;3483,51;2893,01;3579,16;3673,63;3597,57;3603,74;3815,99;3624,086663;3545,06;4169,09;3249,6;2506,1;4435,073868;3642,18;4840,56;6611,486972;7512,547999;6878,98288;3004,28;5252,7;3029,16;3945,66;9134,33;6222,38;5785,53;6095,893628;5794,367777;6428,2;6058,22;6600,781964;8432,332169;6961,376445;13462,66609;10446,23;5749,742547;5942,007177;6040,362452;6196,55
7.92_287.09;2687,18;13814,40792;3420,72;3215,03866;10587,15;24167,18824;26516,75697;21117,90998;10540,02;4664,25;3774,82;2934,914553;4281,148486;12698,49;2222,189188;2304,47;55864,18;12641,83;19652,67;15432,93305;9977,93;5774,3;11539,67746;9578,17;1196,738898;3247,055514;857,1126522;2055,338714;26,14;3876,42;254,2349935;26,14;20,35312609;261,4;261,85;26,14;3960,45;2822,25;3628,11;8662,55;4363,822354;925,811804;24063,02;10524,11639;2132,02;2311,66;1695,08;561,54;21510,24101;28989,72;29436,73;23169,08;40502,74;12796,3;10538,18;12089,45;51464,5;6300,600606;55635,82;44539,98;42348,29;16858,18;1293,591436;5076,48;14257,81;31054,93301;40791,89661;27629,70347;57691,47;16924,63;22201,97;15608,94;264,94;31208,56;52208,84;45042,161;5252,552181;2042,13;5471,53;3228,018255;22327,96509;11798,42066;6547,197414;5310,06;1447,361095;1460,659924;505,7993205;1094,91
7.46_379.25;5385,98;10269,72;5357,24;5558,02;3112,53;4342,01;5038,3;4044,91;3933,25;3991,06;3986,51;3464,84;7245,56;6195,23;4946,49;4763,13;6727,09;9295,93;5898,22;5556,48;4389,16;8573,78;8958,14;7553,58;10571,76;5429,8;7772,85;7296,93;7545,04;13939,36;2141,51;9046,16;8357,39;6996,55;11386,07;7486,25;17047,54;15999,97;12472,3;14768,8;8160,56;11928,05;11340,96;11560,17;14009,44;6906,25;6005,59;9028,06;29739,82;31216,65;33739,74;43544,02;27286,64;22841,43;25147,76;29886,92;28940,02;15006,05;31993,66;32627,03;34019,48;25194,02;15511,92;14412,77;46557,95;43618,95;60786,39;33555,37;42857,47;71067,56;27700,28;76390,55;26929,79;23564,4;55105,19;43705,54;43091,85;31034,88;53801,69;19713,93;71522,1;19615,43;30840,31;31774,38;13453,91;18031,91;31203,08;26349,36
7.90_247.17;4361,29;28391,55;22750,08;15496,16;4075,34;6923,42;6868,63;4841,07;11967,43;4903,53;5989,21;3633,39;37883,05;8260,03;14052,81;19567,83;13028,77;7217,26;4695,61;4385,43;3271;3187,97;3054,86;3539,75;42030,61;36193,81;21877,96;22663,84;18117,49;60738,58;16174,26;17529,19;15372,67;26216,16;61918,21;22372,48;127803,62;41220,91;40695,87;110948,4;55715,28;79895,11;77838,3;83231,62;104458,12;22759,02;17606;35913,64;301432,84;314137,88;189482,14;189759,69;114597,55;192808,7;165441,39;184998,58;57216,72;89838,4;143263,73;55745,61;144575,8;99954,84;279490,56;299333,6;531555,4;19164,44;106863,7;16885,2;10750,68;212623,67;49465,43;180508,47;112041,12;61244,79;114899,82;99871,38;380741,88;21976,81;353682,06;18075,68;83273,79;72572,77;62501,19;69829,73;14167,55;47937,21;30928,83;16009,2
